2017-03-10T11:57:41.573129	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T11:57:47.834660	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T11:57:47.837154	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:55:10.710557	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T12:55:16.535675	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:55:16.537476	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:56:48.790828	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:56:48.792635	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:58:12.661285	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:58:12.663733	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T13:11:14.330647	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:34.945605	MODE: Active	dir u p	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:39.887082	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:41.779274	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:11:47.498489	MODE: Active	user u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:56.851356	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:04.197284	MODE: Active	cd ..	Server msg: 550 Requested action not taken. : not accessible path ..
2017-03-10T13:12:27.880483	MODE: Active	cd test_file_source	Server msg: 250 Requested file action okay, completed.
2017-03-10T13:12:30.307806	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:33.503899	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:26:57.867934	User : juan	MODE: Active	!ls	Server msg: Listing finished
2017-03-11T00:26:57.870059	User : juan	MODE: Active	help	Server msg: To learn the usage of any specific command type: 
 HELP [command1] [command2] ...
2017-03-11T00:26:57.871298	User : juan	MODE: Active	help login	Server msg: To learn the usage of any specific command type: 
 HELP [command1] [command2] ...
2017-03-11T00:26:57.873301	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:26:57.876040	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:26:57.903260	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:26:57.904880	User : jenny	MODE: Active	help dir	Server msg: To learn the usage of any specific command type: 
 HELP [command1] [command2] ...
2017-03-11T00:26:57.907441	User : jenny	MODE: Active	user luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:26:57.909915	User : jenny	MODE: Active	login ronny ronnypass	Server msg: 430 Invalid username or password
2017-03-11T00:26:57.911822	User : jenny	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:27:31.376186	User : ANONYMOUS	MODE: Active	login ronny ronnypass	Server msg: 430 Invalid username or password
2017-03-11T00:27:31.378746	User : ANONYMOUS	MODE: Active	mkdir juan/birds	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.380986	User : ANONYMOUS	MODE: Active	mkd juan/pics	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.383202	User : ANONYMOUS	MODE: Active	mkd juan/docs	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.385533	User : ANONYMOUS	MODE: Active	mkd luis/docs	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.387858	User : ANONYMOUS	MODE: Active	mkd jenny/pics	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.390202	User : ANONYMOUS	MODE: Active	mkdir maria/pets	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.392483	User : ANONYMOUS	MODE: Active	mkdir maria/photos	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.394587	User : ANONYMOUS	MODE: Active	mkd maria/school	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.396796	User : ANONYMOUS	MODE: Active	mkd emma/school	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.398895	User : ANONYMOUS	MODE: Active	mkdir ronny/docs	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.400917	User : ANONYMOUS	MODE: Active	mkd ronny/photos	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.401890	User : ANONYMOUS	MODE: Active	copy test_file_source/bird.jpg juan/birds/bird.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.402850	User : ANONYMOUS	MODE: Active	copy test_file_source/hoot.jpg jenny/pics/hoot.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.404625	User : ANONYMOUS	MODE: Active	copy test_file_source/putty.exe emma/school/putty.exe	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.406520	User : ANONYMOUS	MODE: Active	copy test_file_source/lorem.txt emma/school/lorem.txt	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.408450	User : ANONYMOUS	MODE: Active	copy test_file_source/panda.jpg luis/docs/panda.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.410486	User : ANONYMOUS	MODE: Active	copy test_file_source/landscape.jpg juan/birds/landscape.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.412483	User : ANONYMOUS	MODE: Active	copy test_file_source/putty.exe maria/school/putty.exe	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.414430	User : ANONYMOUS	MODE: Active	copy test_file_source/byebeard.jpg ronny/photos/byebeard.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.416501	User : ANONYMOUS	MODE: Active	cd juan	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.418519	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.420564	User : ANONYMOUS	MODE: Active	cd ..	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.422544	User : ANONYMOUS	MODE: Active	cwd maria	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.424426	User : ANONYMOUS	MODE: Active	ls	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.426287	User : ANONYMOUS	MODE: Active	cwd ..	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.428335	User : ANONYMOUS	MODE: Active	cwd jenny	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.430240	User : ANONYMOUS	MODE: Active	ls	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.432224	User : ANONYMOUS	MODE: Active	cwd ..	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.434018	User : ANONYMOUS	MODE: Active	cwd luis	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.435666	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.437443	User : ANONYMOUS	MODE: Active	cwd ..	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.438915	User : ANONYMOUS	MODE: Active	cwd emma	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.440578	User : ANONYMOUS	MODE: Active	ls	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.442253	User : ANONYMOUS	MODE: Active	cwd ..	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.443994	User : ANONYMOUS	MODE: Active	cwd ronny	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.445657	User : ANONYMOUS	MODE: Active	list	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.447195	User : ANONYMOUS	MODE: Active	cwd ..	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.448686	User : ANONYMOUS	MODE: Active	move juan/birds/bird.jpg maria/pets/bird.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.450310	User : ANONYMOUS	MODE: Active	mv ronny/photos/byebeard.jpg maria/pets/byebeard.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.451884	User : ANONYMOUS	MODE: Active	move jenny/pics/hoot.jpg maria/pets/hoot.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.453541	User : ANONYMOUS	MODE: Active	move luis/docs/panda.jpg maria/pets/panda.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.455049	User : ANONYMOUS	MODE: Active	move emma/school/putty.exe maria/school/putty.exe	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.456676	User : ANONYMOUS	MODE: Active	move emma/school/lorem.txt maria/school/lorem.txt	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.458283	User : ANONYMOUS	MODE: Active	mv juan/birds/landscape.jpg maria/photos/landscape.jpg	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.459878	User : ANONYMOUS	MODE: Active	logout	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.463004	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:27:31.472739	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:27:31.475649	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:27:31.478105	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:27:31.479417	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:27:31.481567	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-11T00:27:31.507979	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:27:31.511908	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:27:31.521887	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:27:31.525790	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:27:31.535393	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:27:31.538761	User : jenny	MODE: Active	login ronny ronnypass	Server msg: 430 Invalid username or password
2017-03-11T00:27:31.548036	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.323796	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:05.329183	User : admin	MODE: Active	mkdir juan/birds	Server msg: 257 Directory created.
2017-03-11T00:30:05.332691	User : admin	MODE: Active	mkd juan/pics	Server msg: 257 Directory created.
2017-03-11T00:30:05.335985	User : admin	MODE: Active	mkd juan/docs	Server msg: 257 Directory created.
2017-03-11T00:30:05.356428	User : admin	MODE: Active	mkd luis/docs	Server msg: 257 Directory created.
2017-03-11T00:30:05.360378	User : admin	MODE: Active	mkd jenny/pics	Server msg: 257 Directory created.
2017-03-11T00:30:05.363383	User : admin	MODE: Active	mkdir maria/pets	Server msg: 257 Directory created.
2017-03-11T00:30:05.366848	User : admin	MODE: Active	mkdir maria/photos	Server msg: 257 Directory created.
2017-03-11T00:30:05.369931	User : admin	MODE: Active	mkd maria/school	Server msg: 257 Directory created.
2017-03-11T00:30:05.388920	User : admin	MODE: Active	mkd emma/school	Server msg: 257 Directory created.
2017-03-11T00:30:05.406391	User : admin	MODE: Active	mkdir ronny/docs	Server msg: 257 Directory created.
2017-03-11T00:30:05.408948	User : admin	MODE: Active	mkd ronny/photos	Server msg: 257 Directory created.
2017-03-11T00:30:05.413943	User : admin	MODE: Active	copy test_file_source/bird.jpg juan/birds/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.417871	User : admin	MODE: Active	copy test_file_source/hoot.jpg jenny/pics/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.425822	User : admin	MODE: Active	copy test_file_source/putty.exe emma/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.429277	User : admin	MODE: Active	copy test_file_source/lorem.txt emma/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.434288	User : admin	MODE: Active	copy test_file_source/panda.jpg luis/docs/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.437913	User : admin	MODE: Active	copy test_file_source/landscape.jpg juan/birds/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.445178	User : admin	MODE: Active	copy test_file_source/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.449573	User : admin	MODE: Active	copy test_file_source/byebeard.jpg ronny/photos/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.451125	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.464868	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.466991	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.469780	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.483586	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.485360	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.488004	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.501581	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.503563	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.506240	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.520415	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.522235	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.523857	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.536888	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.539104	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.540815	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.554373	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.556228	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.558796	User : admin	MODE: Active	move juan/birds/bird.jpg maria/pets/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.560981	User : admin	MODE: Active	mv ronny/photos/byebeard.jpg maria/pets/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.563218	User : admin	MODE: Active	move jenny/pics/hoot.jpg maria/pets/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.565756	User : admin	MODE: Active	move luis/docs/panda.jpg maria/pets/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.567948	User : admin	MODE: Active	move emma/school/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.570166	User : admin	MODE: Active	move emma/school/lorem.txt maria/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.572647	User : admin	MODE: Active	mv juan/birds/landscape.jpg maria/photos/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:05.574149	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:30:05.576627	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:05.590381	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.592232	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:30:05.594448	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:30:05.595358	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:30:05.597227	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:05.610168	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.612696	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:30:05.624584	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.626836	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:05.639545	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:05.642114	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:05.655838	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.388954	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:29.392436	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.395745	User : admin	MODE: Active	rmdir birds	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.398977	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.402203	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.405151	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.408023	User : admin	MODE: Active	cd luis	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.411210	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.414231	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.415908	User : admin	MODE: Active	cd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.418199	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.419842	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.421930	User : admin	MODE: Active	rmdir emma/school	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.423936	User : admin	MODE: Active	rmd ronny/docs	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.425949	User : admin	MODE: Active	rmd ronny/photos	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.428373	User : admin	MODE: Active	rm maria/pets/bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:30:29.430687	User : admin	MODE: Active	delete maria/school/putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:30:29.432871	User : admin	MODE: Active	remove maria/school/lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:30:29.435274	User : admin	MODE: Active	remove maria/photos/landscape.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:30:29.437530	User : admin	MODE: Active	rm maria/pets/byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:30:29.439672	User : admin	MODE: Active	delete maria/pets/hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:30:29.441935	User : admin	MODE: Active	rm maria/pets/panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-11T00:30:29.443678	User : admin	MODE: Active	cd maria	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.445678	User : admin	MODE: Active	rmdir pets	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.447594	User : admin	MODE: Active	rmdir photos	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.449688	User : admin	MODE: Active	rmdir school	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.451328	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.452982	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.463518	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.465301	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.467319	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.476398	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.479317	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.481074	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.489942	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.492396	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.494140	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.503452	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.505330	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.506977	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.518048	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.519918	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.521446	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.532469	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.534229	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:30:29.535911	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:30:29.538505	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:29.549086	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.550773	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:30:29.553165	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:30:29.554512	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:30:29.556692	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:29.567101	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.569714	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:30:29.580048	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.582672	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:29.593175	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:30:29.595634	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:30:29.609658	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:31:47.005428	User : ANONYMOUS	MODE: Active	login ronny ronnypass	Server msg: 430 Invalid username or password
2017-03-11T00:31:47.015400	User : ANONYMOUS	MODE: Active	!dir	Server msg: Listing finished
2017-03-11T00:31:47.024052	User : ANONYMOUS	MODE: Active	!ls	Server msg: Listing finished
2017-03-11T00:31:47.032534	User : ANONYMOUS	MODE: Active	lls	Server msg: Listing finished
2017-03-11T00:31:47.034062	User : ANONYMOUS	MODE: Active	cd ..	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:31:47.035287	User : ANONYMOUS	MODE: Active	cd juan	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:31:47.036438	User : ANONYMOUS	MODE: Active	cd ..	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:31:47.037634	User : ANONYMOUS	MODE: Active	logout	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:31:47.039762	User : ANONYMOUS	MODE: Active	login ronny ronnypass	Server msg: 430 Invalid username or password
2017-03-11T00:31:47.041351	User : ANONYMOUS	MODE: Active	logout	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:31:47.042431	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-11T00:31:47.044983	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:31:47.055570	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:31:47.058344	User : juan	MODE: Active	user emma em 12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:31:47.067582	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:31:47.073916	User : juan	MODE: Active	lls	Server msg: Listing finished
2017-03-11T00:31:47.080996	User : juan	MODE: Active	!ls	Server msg: Listing finished
2017-03-11T00:31:47.085229	User : juan	MODE: Active	help	Server msg: To learn the usage of any specific command type: 
 HELP [command1] [command2] ...
2017-03-11T00:31:47.086651	User : juan	MODE: Active	help login	Server msg: To learn the usage of any specific command type: 
 HELP [command1] [command2] ...
2017-03-11T00:31:47.088536	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:31:47.091144	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:31:47.101347	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:31:47.102652	User : jenny	MODE: Active	help dir	Server msg: To learn the usage of any specific command type: 
 HELP [command1] [command2] ...
2017-03-11T00:31:47.105190	User : jenny	MODE: Active	user luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-11T00:31:47.107355	User : jenny	MODE: Active	login ronny ronnypass	Server msg: 430 Invalid username or password
2017-03-11T00:31:47.108920	User : jenny	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-11T00:33:01.053225	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-11T00:33:01.256475	User : admin	MODE: Active	mkdir juan/birds	Server msg: 257 Directory created.
2017-03-11T00:33:01.458972	User : admin	MODE: Active	mkd juan/pics	Server msg: 257 Directory created.
2017-03-11T00:33:01.663222	User : admin	MODE: Active	mkd juan/docs	Server msg: 257 Directory created.
2017-03-11T00:33:01.867682	User : admin	MODE: Active	mkd luis/docs	Server msg: 257 Directory created.
2017-03-11T00:33:02.071956	User : admin	MODE: Active	mkd jenny/pics	Server msg: 257 Directory created.
2017-03-11T00:33:02.275803	User : admin	MODE: Active	mkdir maria/pets	Server msg: 257 Directory created.
2017-03-11T00:33:02.480303	User : admin	MODE: Active	mkdir maria/photos	Server msg: 257 Directory created.
